Molecular_Weight,Hydrogen_bond_Acceptor,Hydrogen_bond_Donor,xlogP,Physiological_Charge,Polarized_Surface_Area,BBB
308.36,7,1,0.8,0,124,1
312.8,2,1,4.3,0,15.3,1
320.16,4,3,0.6,0,86.6,1
488.6,7,1,4.2,0,107,1
1127.4,12,10,4.2,0,326,0
243.28,4,0,3.1,0,63.6,1
295.4,3,0,4,0,21.7,1
328.3,2,2,4.1,0,32.3,1
335.4,3,0,4.6,0,21.7,1
373.8,6,1,1,0,97.3,0
394.5,6,2,2.3,0,74.6,1
405.5,10,6,-4.4,0,193,0
437.6,5,0,5.2,0,40.2,1
462.5,7,2,3.6,0,93.1,1
475.6,7,2,3.1,0,104,1
476.5,8,1,3.2,0,99.1,1
566.1,9,1,4.1,0,115,1
571.6,17,13,-7.6,0,315,0
216.23,4,3,-1.7,0,95.5,1
390.4,6,3,1.5,0,94.8,1
412.9,5,1,3.5,0,54.4,1
441.5,7,1,2,0,102,1
493.6,11,4,-2.5,0,238,0
508.5,9,1,3.4,0,107,1
316.5,2,1,4.4,0,37.3,1
392.5,6,3,1.9,0,94.8,1
430.5,6,2,2.5,0,93.1,1
249.35,3,1,2.8,0,32.7,1
332.5,3,1,3.2,0,54.4,1
368.19,4,2,3.7,0,87.4,1
375.6,5,1,2.7,0,97,1
390.5,5,2,2.7,0,74.6,1
392.5,3,0,3.8,0,32.8,1
406.5,6,2,5.8,0,33.3,1
470.5,9,2,3,0,101,1
546,7,3,3.8,0,150,0
559.4,9,1,2.7,0,107,1
264.5,1,2,2.6,0,36.4,1
353.9,2,0,5.5,0,28.5,1
376.4,6,3,1,0,112,1
416.4,9,6,1.7,0,165,0
434.5,7,2,2.5,0,93.1,1
209.28,3,1,2.8,0,40.5,1
352.5,3,1,3.8,0,41.6,1
233.31,3,1,0.2,0,38.3,1
467.6,4,1,5.9,0,54.5,1
374.5,5,2,2.2,0,75.8,1
399.5,4,0,3.1,0,53.2,1
246.19,6,3,-1.2,0,99.1,0
373.4,4,0,1.8,0,70.3,1
344.4,4,0,2,0,67,1
196.25,2,1,0,0,49.4,1
245.36,2,0,3.8,0,20.3,1
482.6,8,1,3.5,0,106,1
328.4,4,1,2.4,0,38.5,1
289.4,4,1,2.8,0,58.7,1
317.4,4,0,2.9,0,38.8,1
452.9,6,1,3.1,0,80.7,1
437,6,2,1.2,0,95.1,1
462.5,7,2,3.7,0,101,1
335.2,3,1,3.8,0,35.8,1
376.5,5,2,2.4,0,74.6,1
386.5,4,0,3.5,0,52.6,1
432.5,7,2,2.6,0,93.1,1
578.7,9,1,4.1,0,109,1
670.7,12,5,0.5,0,277,0
672.8,9,3,4.3,0,164,1
230.09,1,2,1.9,0,36.4,1
137.14,2,0,-0.4,0,37.4,1
277.4,3,1,2.9,0,32.7,1
418.5,6,1,3.2,0,72.8,1
318.4,4,1,2.8,0,55.6,1
321.2,3,2,2.4,0,61.7,1
223.31,3,2,1.9,0,41.5,1
237.29,4,1,1.5,0,39.7,1
245.36,2,2,3.7,0,46.2,1
189.26,1,2,1.8,0,36.4,0
197.18,3,2,0.9,0,36.4,1
360.2,7,2,1.4,0,126,0
189.21,2,0,0.8,0,37.4,1
206.24,2,2,1.8,0,72.2,1
177.24,2,1,1.4,0,21.3,1
136.19,2,2,0.9,0,38,1
300.74,3,1,2.2,0,52.9,1
268.15,1,2,2.1,0,36.4,1
308.99,1,2,2.7,0,36.4,1
397.89,1,2,2.7,0,36.4,1
370.6,4,0,5.9,0,57.1,1
380.7,7,3,0.6,0,135,0
163.26,1,0,2.9,0,3.2,1
329.8,2,1,2.1,0,66.6,1
206.22,3,0,0.9,0,23.6,1
344.9,3,0,4.3,0,31.8,1
381.7,2,0,5.3,0,27,0
398.3,2,0,3.9,0,6.5,1
479.1,4,1,5.4,0,38.8,1
439.9,11,2,2.6,0,152,0
204.23,5,2,0.9,0,83.7,0
372.5,3,1,6.4,0,46.5,1
313.4,3,2,3.2,0,43.7,1
191.23,2,1,1.2,0,38.3,1
177.24,2,0,2.1,0,20.3,1
345.4,6,2,1,0,79.2,1
346.8,4,1,3.2,0,50.8,1
327.4,5,2,2.1,0,70,1
393.5,5,1,4,0,72.9,1
502.4,5,0,4.7,0,43.9,1
516.4,5,0,5.2,0,43.9,1
237.72,2,1,2.4,0,29.1,1
324.4,6,2,2.5,0,115,0
161.24,1,1,1.9,0,26,1
372.29,2,0,4.8,0,6.5,1
207.23,3,1,1.2,0,49.8,1
268.35,3,2,3.5,0,75.3,1
357.23,5,2,3.2,0,112,1
278.33,5,2,2.5,0,112,1
368.5,5,2,4.4,0,112,1
414.5,6,2,4.4,0,115,1
337.4,5,2,3.4,0,89.8,1
326.35,5,2,3.6,0,90,1
331.5,5,1,4.5,0,65.6,1
365.5,5,1,4.8,0,50.5,1
233.3,4,3,1.1,0,132,0
275.33,4,3,0.9,0,135,0
448.6,5,2,3.4,0,95.2,0
258.32,3,0,3.6,0,44.1,1
262.28,4,0,3.2,0,44.1,1
395.6,4,1,4.9,0,60.9,1
415.5,7,1,4.6,0,77.1,1
270.71,2,1,2.8,0,41.5,1
403.3,2,0,4.7,0,23.6,1
329.8,3,1,4,0,32.7,1
414.3,4,0,2.8,0,53.1,1
409.4,3,0,4.4,0,51.8,1
408.5,6,2,2.8,0,99.9,1
1882.3,17,21,10.7,0,549,0
1446.2,25,18,1.9,0,505,0
1843.3,17,20,10.5,0,533,0
287.35,4,1,1.8,0,41.9,1
454.5,12,2,-0.4,0,235,0
423.5,9,2,-1.1,0,177,0
312.4,3,1,2.8,0,50.2,1
299.75,4,2,3,0,47.9,1
554.6,13,4,-1.3,0,288,1
349.3,8,1,2.2,0,68.2,1
363.4,7,4,-2.1,0,158,0
390.5,4,2,3.7,0,51.1,1
266.4,1,1,4.5,0,24.4,1
292.2,1,1,4.4,0,12,1
315.5,2,0,4.9,0,12.5,1
360.5,4,2,2.2,0,74.6,1
405.5,7,0,3.3,0,37.2,1
587.7,6,3,6,0,118,0
178.25,1,1,1.8,1,23.2,1
406.5,6,0,6.5,0,31.8,1
282.76,1,1,1.9,0,20.2,1
368.5,5,2,2.8,0,61.8,1
424.4,10,3,-0.2,0,199,1
390.4,7,2,0.2,0,138,0
347.4,6,3,0.6,0,138,0
427.5,9,3,0,0,202,0
367.8,6,3,-1.8,0,138,0
191.27,2,0,2.5,0,12.5,1
511.6,14,3,0,0,270,0
426.5,7,2,2.8,0,99.9,1
344.9,2,0,2.9,0,24.8,1
297.4,2,1,4.9,1,23.5,1
804,12,3,2.7,0,178,0
294.4,1,1,4.6,1,20.2,1
253.34,3,1,2.6,0,55.4,1
187.24,1,1,0.5,0,27.6,1
322.2,2,0,4.5,0,12.5,1
324.4,4,1,2.9,0,45.6,1
167.2,3,3,-0.4,0,66.5,0
204.27,2,1,0.2,0,46.3,1
211.28,3,2,1.7,0,32.3,1
340.5,4,0,4.8,0,48.8,1
234.29,3,1,3.6,0,38.7,1
371.8,4,0,2.8,0,62.2,1
407.9,4,0,4.6,0,63.2,1
341.4,4,1,1.4,0,70.5,1
443.4,9,5,0.7,-1,189,1
456.5,8,4,0.1,-1,172,1
144.26,2,2,2.4,0,38,1
300.29,7,1,-2,0,131,0
221.25,3,1,2.2,0,47.6,1
175.27,1,1,2.6,0,12,1
378.5,3,0,3.3,0,32.8,1
235.32,3,1,3,0,30.5,1
354.5,5,1,1.6,0,84.1,1
426.5,7,1,1.7,0,82.2,1
432.5,8,1,2.8,0,72.9,1
230.09,3,2,2.2,0,36.4,1
359.8,4,1,3.3,0,66.8,0
314.5,2,2,6.5,0,40.5,1
255.35,2,1,3.3,0,21.3,1
339.4,3,0,3.6,0,45.6,1
360.8,5,1,2.9,0,67.8,1
330.4,4,0,3.4,0,49,1
286.28,7,5,-1.2,0,120,1
362.4,5,1,5.3,0,41,1
265.6,3,2,2.1,0,49.7,1
183.25,2,1,0.8,0,46.2,1
341.8,4,1,3.4,0,50.4,1
324.8,4,1,1.6,0,63.3,0
221.29,3,1,2.5,0,30.5,1
299.4,3,3,3.5,0,52.5,0
234.29,3,1,3.6,0,38.7,1
443.5,8,3,2.1,0,158,0
230.09,2,1,1.8,0,43.8,1
370.3,3,0,3,0,26.8,1
409.3,4,1,1.5,0,61.6,0
442.4,4,0,3.7,0,53.1,1
409.3,4,2,1.9,0,72.5,0
416.3,5,2,1.3,0,67.2,0
383.4,2,0,4.8,0,23.6,1
409.4,3,0,4.4,0,51.8,1
439.3,4,2,2.2,0,81.8,0
393.3,3,1,2.9,0,52.2,0
391.5,5,1,0.7,0,89.4,0
393.3,3,0,2.5,0,41.4,1
407.5,6,1,-0.7,0,100,0
423.5,6,1,-0.6,0,107,0
398.3,3,0,2.4,0,43.9,1
375.5,5,1,0.2,0,73.3,0
428.3,4,0,3.2,0,53.1,1
393.3,3,0,3.8,0,36.7,1
394.3,4,0,2.5,0,54.3,1
375.5,5,1,0.2,0,73.3,0
381.4,6,1,0.4,0,64.1,0
413.4,7,1,1.1,0,64.1,0
414.3,4,1,1.5,0,64.1,0
345.4,4,1,0.2,0,64.1,0
390.4,6,1,0,0,110,0
390.4,6,1,0,0,110,0
231.33,2,1,1.8,0,23.5,1
321.5,2,1,3.8,0,23.5,1
260.37,2,1,2.9,0,32.3,1
352.5,3,2,4.6,0,33.3,1
427.6,6,1,3.7,0,64.5,1
335.2,3,1,2.4,0,52.9,1
461,7,2,3.4,0,99.9,1
326.5,4,0,4.3,0,48.8,1
271.74,2,1,3.3,0,21.3,1
246.35,2,1,1.4,0,46.3,1
188.27,2,1,1.2,0,15.3,1
334.2,2,0,4,0,12.5,1
240.3,5,4,-0.1,0,85.6,0
213.28,3,2,0,0,82.9,0
386.6,5,0,4.5,0,68.1,1
274.5,2,0,3.8,0,30.7,1
193.24,3,1,1.6,0,38.3,0
468.4,11,3,1.9,0,166,0
464.4,12,8,0.4,0,207,0
464.9,9,6,-0.5,0,186,0
182.25,3,2,0.3,0,69.4,1
354.5,4,0,5.4,0,41,1
156.26,1,1,3.3,0,20.2,1
429.6,5,2,5,0,74.4,1
393.5,5,2,3.9,0,74.4,1
221.3,1,1,2.8,0,12,1
217.35,1,0,4,0,3.2,1
337.4,4,1,2.3,0,44.8,1
275.35,4,1,0.7,0,44.8,1
379.5,4,2,2.3,0,53.6,1
351.4,5,2,3.2,0,59.3,1
437.5,9,3,1,0,207,0
161.24,1,1,2.5,0,26,1
140.14,2,1,-0.9,0,49.4,1
500.7,8,2,3.8,0,120,1
221.29,3,2,1.8,0,41.5,1
338.5,3,2,4,0,33.3,1
176.12,6,4,-1.6,0,107,1
444.4,9,6,-0.7,0,182,0
444.4,9,6,-2,0,182,0
478.9,9,6,-1.3,0,182,0
457.5,9,5,-0.6,0,165,0
442.4,9,6,0.3,0,182,0
336.3,6,2,2.6,0,93.1,0
331.3,6,2,3.1,0,108,0
176.12,6,4,-1.6,0,107,1
476.9,9,6,0.9,0,182,0
351.4,7,2,3,0,136,0
337.4,7,2,1.1,0,136,0
335.34,7,2,3,0,121,0
1001,20,12,1.4,0,342,0
508.9,10,7,-1.5,0,188,0
464.9,9,6,0.7,0,182,0
430.4,9,6,0.1,0,182,0
527.6,10,6,-0.9,0,171,0
408.4,8,2,2.5,0,119,0
586.6,12,7,-2.3,0,194,0
612.6,11,5,3.3,0,196,0
308.3,4,1,2.7,0,63.6,0
626.7,11,9,-3.1,0,262,0
429.4,9,6,0.5,0,187,0
459.4,10,5,-0.9,0,207,0
585.6,12,7,-3.7,0,208,0
460.4,10,7,-1.6,0,202,0
630.6,14,8,-4.9,0,232,0
602.6,13,9,-4.4,0,243,0
805.9,15,9,-0.7,0,292,0
150.22,2,2,1.3,0,38,1
357.4,5,2,0.3,0,90.7,1
212.29,1,1,1.9,0,24.4,1
367.5,5,2,3.8,0,74.4,1
409.6,5,2,5.1,0,74.4,1
468.7,3,1,7,0,24.5,1
339.36,9,1,-0.8,0,124,1
466.5,6,2,3.9,0,76,1
108.57,1,1,1.5,0,20.2,1
425.4,3,0,4.3,0,32.8,1
313.4,6,2,1.1,0,76.3,1
393.7,3,0,4.4,0,24.8,1
312.8,2,0,3.3,0,23.6,1
370.8,4,1,4.4,0,67.8,1
240.3,3,2,2.6,0,75.3,1
264.4,2,1,3.4,0,15.3,1
414.4,9,5,1.6,0,162,0
358.2,5,2,0.8,0,91.8,1
346.27,5,3,0.6,0,107,1
478.9,9,6,-1.3,0,182,0
129.16,2,1,-0.1,0,52.3,1
442.6,5,1,4.1,0,67.9,1
327.4,6,2,0.2,0,110,1
414.5,3,1,4.1,0,43.8,1
338.4,4,2,2.9,0,42.5,1
544.6,5,2,5.4,0,93.2,0
296.77,3,1,2.2,0,74.7,1
357.5,3,1,5,0,40.5,1
344.5,4,0,5.2,0,57.1,1
299.4,4,0,2.2,0,38.8,1
311.4,3,0,4,0,21.7,1
543.6,11,3,0.9,0,237,0
309.4,4,1,0.2,0,76.5,1
229.32,2,0,3.2,0,16.4,1
506.6,12,3,0.7,0,242,0
273.29,5,0,3.2,0,12.5,1
349.9,4,2,2.5,0,67.6,1
278.39,4,3,0.8,0,56.4,1
245.66,4,2,1.2,0,81.8,1
355.4,5,2,2.9,0,70,1
811,12,3,3.7,0,154,0
418.3,4,0,3.1,0,64.4,1
459,6,1,4.7,0,78.3,1
356.4,5,1,2.6,0,48.5,1
223.29,3,1,2.4,0,62.6,1
300.8,2,1,4.6,0,15.3,1
327.5,4,0,4.8,0,35,1
311.5,2,0,5.1,0,12.5,1
358.4,5,1,3.5,0,35.9,1
326.5,3,0,5.5,0,31.8,1
250.34,1,0,2.9,0,15.6,1
189.14,5,1,-0.5,0,83.9,1
155.15,3,0,0.8,0,46.6,1
267.32,2,0,2.7,0,29.5,1
226.32,2,0,1.4,0,40.6,1
537.8,4,0,8.9,0,38.8,1
204.22,2,0,1.5,0,41.9,1
256.37,3,2,3.4,0,90.3,1
253.34,2,0,1.8,0,11.4,1
295.4,4,2,1.6,0,49.3,1
419,5,1,3.6,0,45.2,1
266.29,2,1,1.6,0,63.4,1
188.26,3,1,1.7,0,38.7,1
288.4,4,2,3,0,116,1
296.37,4,1,2.3,0,48.5,1
248.28,3,1,2.5,0,58.6,1
414.5,7,1,2,0,103,1
264.35,3,2,2.4,0,90.3,1
578.7,9,2,2.6,0,181,1
265.35,4,1,2.9,0,39.7,1
477,5,2,4.7,0,68.2,1
238.33,2,1,3,0,15.3,1
359.6,3,0,5.9,0,53.8,1
186.25,1,0,2.4,0,17.8,1
454.5,8,1,4.6,0,52,1
304.4,4,1,1.7,0,58.6,1
301.34,4,3,1.4,0,87.3,1
367.5,4,0,4.3,0,38.8,1
180.93,4,0,2.6,0,0,1
725.7,8,4,5.1,0,118,1
432.6,5,1,4.1,0,45.2,1
359.5,2,1,6.1,0,37.3,1
318.73,4,1,2.3,0,52.9,1
283.4,2,2,4,0,46.2,1
385.7,3,2,4.3,0,52.6,1
254.08,2,1,1.3,0,46.2,1
247.68,3,0,2.5,0,43.8,1
417,4,1,4.6,0,52,1
261.4,2,0,3.6,0,12.5,1
335.2,3,1,3.8,0,35.8,1
402.6,5,0,4.6,0,74.3,1
232.28,4,2,1.4,0,105,1
364.8,5,1,1.6,0,106,1
353.9,2,0,5.5,0,28.5,1
272.34,4,1,2.1,0,49.5,1
192.96,4,0,2.1,0,9.2,1
267.32,4,5,-0.1,0,108,0
292.4,2,1,3.4,0,38,1
214.31,1,1,2.8,0,19,1
224.26,3,2,2,0,75.3,1
326.5,3,0,3.1,0,48.8,1
450.5,5,1,5.4,0,28.4,1
348.8,5,2,1.6,0,73.1,1
335.78,3,1,0.5,0,69.7,1
250.29,3,1,3,0,19,1
362.8,5,2,1.5,0,73.1,1
208.26,3,2,2,0,50.4,1
315.4,5,0,3.2,0,47.1,1
421.5,7,2,1.8,0,110,1
289.4,1,0,4.4,0,3.2,1
214.26,2,0,0.6,0,32.7,1
289.8,2,1,3.7,0,23.5,1
366.4,6,0,5.6,0,31.8,1
226.23,4,3,0.2,0,95.5,1
356.6,4,1,5.4,0,65.9,1
240.34,2,0,1.9,0,40.6,1
377.4,5,1,3,0,57.8,1
215.33,2,2,2.4,0,49.3,1
355.5,6,2,1.1,0,110,1
308.2,3,0,1.7,0,62.8,1
251.32,4,2,1.2,0,58.6,0
245.4,1,0,5.1,0,3.2,1
166.22,3,2,1.1,0,47.3,1
211.64,2,1,2.1,0,38.3,1
382.5,7,3,1.2,0,122,1
331.8,3,0,3.6,0,21.7,1
223.22,4,1,1.4,0,56.8,1
280.3,4,1,0.5,0,91.9,1
384.5,5,1,4.5,0,61.2,1
212.29,2,2,2.9,0,24.1,1
287.72,2,2,3,1,52.3,1
106.07,3,0,0.8,0,9.2,1
216.06,3,3,0,0,64.6,1
319.7,5,1,4.5,0,38.3,0
251.28,2,1,1.5,0,55.6,1
399.9,4,1,4.7,0,54,1
151.21,2,2,1.6,0,32.3,0
283.4,2,1,5,0,23.5,1
254.66,4,1,1.4,0,55.8,1
402.5,6,2,3.6,0,113,1
578.7,9,1,4.1,0,109,1
244.22,5,2,-0.3,0,78.9,1
310.4,3,1,4.4,0,34.2,1
356.6,4,1,5.4,0,65.9,1
168.26,3,1,1.3,0,53.2,1
244.29,2,2,0.9,0,58.2,1
309.4,5,4,0.7,0,82,1
608.7,10,1,4,0,118,1
254.12,1,1,2.7,0,29.1,1
231.29,3,1,1.9,0,30.5,1
176.26,2,2,0.8,0,38,1
262.3,2,1,2.2,0,24.4,1
426.6,6,0,3.9,0,85,1
211.41,3,0,3.2,0,0,1
305.4,4,1,1.3,0,64.6,1
303.35,5,0,2.3,0,55.8,1
380.5,4,1,3.8,0,50.8,1
315.4,3,2,3.9,0,43.7,1
328.8,3,1,3,0,41.6,1
346.5,4,2,1.9,0,74.6,0
230.26,3,2,2.3,0,67.8,1
361.5,2,1,5,0,23.5,1
347.4,4,0,5.6,0,3.2,1
217.26,2,1,2.3,0,38.3,1
204.22,4,2,0.5,0,105,1
268.27,6,4,-2.1,0,112,1
313.4,2,1,3.2,0,35.6,1
451.6,4,2,3.4,0,71.7,1
230.26,3,2,2.3,0,67.8,1
289.8,2,1,3.7,0,23.5,1
395.6,6,2,3.1,0,81.3,1
273.37,3,0,3.1,0,29.5,1
225.2,5,3,-1.9,0,115,1
473.4,10,7,-1.2,0,216,1
441.4,10,6,-1.1,0,209,1
326.8,3,1,3.1,0,30.9,1
255.23,6,4,-2.5,0,135,1
324.34,7,3,-0.9,0,147,1
312.4,4,1,2.9,0,59.1,1
253.26,5,4,-1.9,0,126,1
136.11,3,2,-0.7,0,70.1,1
302.8,2,1,4.4,0,49.7,1
239.23,5,4,-2.1,0,126,1
274.75,3,1,2.7,0,42.2,1
296.4,3,1,3.7,0,69.7,1
330.4,5,1,3,0,59.1,1
354.36,8,4,-1.5,0,167,1
300.8,2,1,4.1,0,33.6,1
239.23,5,4,-2.1,0,126,1
300.76,2,2,3.2,1,47.6,1
204.22,3,1,1.6,0,50.7,1
216.24,3,1,1.7,0,50.7,1
847,14,5,4.7,0,209,0
266.68,2,2,1.2,0,73.8,1
1145.3,20,8,3.4,0,300,0
354.36,8,4,-1.5,0,167,1
176.17,3,2,1.2,0,62.2,1
302.8,2,1,4.4,0,49.7,1
216.24,3,1,1.7,0,50.7,1
204.22,3,1,1.6,0,50.7,1
236.23,5,2,-1.2,0,88.7,0
195.24,2,1,0.4,1,48.7,1
383.5,6,0,1.9,0,69.6,1
271.4,2,0,3.4,0,12.5,1
269.14,2,1,1.1,0,32.3,1
395.6,5,2,4.6,0,74.4,1
245.36,2,2,3.7,0,46.2,1
295.5,1,0,6,0,3.2,1
705.6,9,0,5.7,0,101,0
179.22,2,1,2.2,0,52.3,1
822.9,15,6,4.9,0,220,0
877,15,6,6.7,0,220,0
